Customer,Total Quotes,Quotes Won,Quote Date
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-11
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
.JOHN MEBANE CUSTOMER,1.0,0.0,2022-12
AC FOLDING GATES,1.0,1.0,2022-09
AC FOLDING GATES,1.0,1.0,2022-09
AC FOLDING GATES,1.0,1.0,2022-09
AC FOLDING GATES,1.0,1.0,2022-09
AC FOLDING GATES,1.0,1.0,2022-09
AC FOLDING GATES,1.0,1.0,2022-09
AC FOLDING GATES,1.0,0.0,2022-09
AC FOLDING GATES,1.0,1.0,2022-09
AC FOLDING GATES,1.0,1.0,2022-09
AC FOLDING GATES,1.0,1.0,2022-09
AC FOLDING GATES,1.0,0.0,2022-09
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,1.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-10
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,2.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-11
AC FOLDING GATES,1.0,0.0,2022-11
AC FOLDING GATES,1.0,1.0,2022-12
AC FOLDING GATES,1.0,1.0,2022-12
AC FOLDING GATES,1.0,0.0,2022-12
AC FOLDING GATES,1.0,0.0,2022-12
AC FOLDING GATES,1.0,1.0,2022-12
AC FOLDING GATES,1.0,1.0,2022-12
AC FOLDING GATES,1.0,1.0,2022-12
AC FOLDING GATES,1.0,1.0,2022-12
AC FOLDING GATES,1.0,1.0,2022-12
AC FOLDING GATES,1.0,1.0,2022-12
ACKO,1.0,1.0,2022-11
ACKO,1.0,0.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,0.0,2022-11
ACKO,1.0,0.0,2022-11
ACKO,1.0,0.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,0.0,2022-11
ACKO,1.0,1.0,2022-11
ACKO,1.0,0.0,2022-11
ACKO,1.0,0.0,2022-11
ACKO,1.0,0.0,2022-11
ACKO,1.0,0.0,2022-12
ACKO,1.0,1.0,2022-12
ACKO,1.0,1.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,1.0,2022-12
ACKO,1.0,1.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,1.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,1.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ACKO,1.0,0.0,2022-12
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-09
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,2.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,0.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,0.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,0.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-10
ADS DENTAL SYSTEM INC,1.0,1.0,2022-11
ALL TRUCKS RECYCLING,1.0,0.0,2022-11
ALL TRUCKS RECYCLING,1.0,1.0,2022-11
ALL TRUCKS RECYCLING,1.0,0.0,2022-12
ALL TRUCKS RECYCLING,1.0,0.0,2022-12
ALL TRUCKS RECYCLING,1.0,1.0,2022-12
ANTOP,1.0,1.0,2022-09
ANTOP,1.0,1.0,2022-09
ANTOP,1.0,0.0,2022-09
ANTOP,1.0,0.0,2022-09
ANTOP,1.0,1.0,2022-09
ANTOP,1.0,1.0,2022-09
ANTOP,1.0,1.0,2022-09
ANTOP,1.0,0.0,2022-09
ANTOP,1.0,1.0,2022-10
ANTOP,1.0,1.0,2022-10
ANTOP,1.0,0.0,2022-10
ANTOP,1.0,0.0,2022-10
ANTOP,1.0,1.0,2022-10
ANTOP,1.0,1.0,2022-10
ANTOP,1.0,1.0,2022-10
ANTOP,1.0,1.0,2022-10
ANTOP,1.0,1.0,2022-11
ANTOP,1.0,0.0,2022-11
ANTOP,1.0,1.0,2022-11
ANTOP,1.0,0.0,2022-11
ANTOP,1.0,1.0,2022-11
ANTOP,1.0,1.0,2022-11
ANTOP,1.0,1.0,2022-11
ANTOP,1.0,1.0,2022-12
ANTOP,1.0,1.0,2022-12
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,0.0,2022-09
AQUA ULTRAVIOLET,1.0,1.0,2022-10
AQUA ULTRAVIOLET,1.0,1.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,1.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,1.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,1.0,2022-10
AQUA ULTRAVIOLET,1.0,1.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,1.0,2022-10
AQUA ULTRAVIOLET,1.0,1.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-10
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,2.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,0.0,2022-11
AQUA ULTRAVIOLET,1.0,1.0,2022-12
AQUA ULTRAVIOLET,1.0,0.0,2022-12
AQUA ULTRAVIOLET,1.0,1.0,2022-12
AQUA ULTRAVIOLET,1.0,1.0,2022-12
AQUA ULTRAVIOLET,1.0,0.0,2022-12
AQUA ULTRAVIOLET,1.0,0.0,2022-12
AQUA ULTRAVIOLET,1.0,1.0,2022-12
AQUA ULTRAVIOLET,1.0,0.0,2022-12
AQUA ULTRAVIOLET,1.0,0.0,2022-12
AQUA ULTRAVIOLET,1.0,0.0,2022-12
ARCHIPELAGO LIGHTING,1.0,1.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,1.0,2022-09
ARCHIPELAGO LIGHTING,1.0,1.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,1.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,1.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,1.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,1.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-09
ARCHIPELAGO LIGHTING,1.0,0.0,2022-10
ARCHIPELAGO LIGHTING,1.0,0.0,2022-10
ARCHIPELAGO LIGHTING,1.0,1.0,2022-11
ARCHIPELAGO LIGHTING,1.0,0.0,2022-12
ARTEK,1.0,0.0,2022-09
ARTEK,1.0,0.0,2022-09
ARTEK,1.0,0.0,2022-10
ARTEK,1.0,1.0,2022-10
ARTEK,1.0,0.0,2022-10
ARTEK,1.0,0.0,2022-10
ARTEK,1.0,0.0,2022-10
ARTEK,1.0,1.0,2022-10
ARTEK,1.0,0.0,2022-11
ARTEK,1.0,0.0,2022-11
ARTEK,1.0,0.0,2022-11
ARTEK,1.0,0.0,2022-11
ARTEK,1.0,0.0,2022-12
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,1.0,2022-10
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,1.0,2022-10
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,1.0,2022-10
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,0.0,2022-10
ATHENA POWER,1.0,1.0,2022-10
ATHENA POWER,1.0,1.0,2022-11
ATHENA POWER,1.0,0.0,2022-11
ATHENA POWER,1.0,0.0,2022-12
ATHENA POWER,1.0,0.0,2022-12
ATHENA POWER,1.0,0.0,2022-12
BEACON MANAGEMENT INC,1.0,0.0,2022-09
BEACON MANAGEMENT INC,1.0,0.0,2022-09
BEACON MANAGEMENT INC,1.0,0.0,2022-09
BEACON MANAGEMENT INC,1.0,0.0,2022-09
BEACON MANAGEMENT INC,1.0,1.0,2022-09
BEACON MANAGEMENT INC,1.0,0.0,2022-09
BEACON MANAGEMENT INC,1.0,0.0,2022-09
BEACON MANAGEMENT INC,1.0,0.0,2022-09
BEACON MANAGEMENT INC,1.0,0.0,2022-10
BEACON MANAGEMENT INC,1.0,0.0,2022-10
BEACON MANAGEMENT INC,1.0,0.0,2022-10
BEACON MANAGEMENT INC,1.0,0.0,2022-10
BEACON MANAGEMENT INC,1.0,0.0,2022-10
BEACON MANAGEMENT INC,1.0,0.0,2022-10
BEACON MANAGEMENT INC,1.0,1.0,2022-11
BEACON MANAGEMENT INC,1.0,0.0,2022-11
BEACON MANAGEMENT INC,1.0,0.0,2022-11
BEACON MANAGEMENT INC,1.0,1.0,2022-11
BEACON MANAGEMENT INC,1.0,1.0,2022-11
BEACON MANAGEMENT INC,1.0,1.0,2022-11
BEACON MANAGEMENT INC,1.0,0.0,2022-12
BEACON MANAGEMENT INC,1.0,0.0,2022-12
BEACON MANAGEMENT INC,1.0,0.0,2022-12
BEACON MANAGEMENT INC,1.0,0.0,2022-12
BEACON MANAGEMENT INC,1.0,0.0,2022-12
BEACON MANAGEMENT INC,1.0,0.0,2022-12
BEACON MANAGEMENT INC,1.0,0.0,2022-12
BEACON MANAGEMENT INC,1.0,0.0,2022-12
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,1.0,2022-09
BEST SHEET METAL,1.0,1.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,1.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,1.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,1.0,2022-09
BEST SHEET METAL,1.0,1.0,2022-09
BEST SHEET METAL,1.0,1.0,2022-09
BEST SHEET METAL,1.0,1.0,2022-09
BEST SHEET METAL,1.0,1.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-09
BEST SHEET METAL,1.0,0.0,2022-10
BEST SHEET METAL,1.0,0.0,2022-10
BEST SHEET METAL,1.0,0.0,2022-10
BEST SHEET METAL,1.0,0.0,2022-10
BEST SHEET METAL,1.0,2.0,2022-10
BEST SHEET METAL,1.0,0.0,2022-10
BEST SHEET METAL,1.0,1.0,2022-10
BEST SHEET METAL,1.0,1.0,2022-10
BEST SHEET METAL,1.0,0.0,2022-10
BEST SHEET METAL,1.0,0.0,2022-10
BEST SHEET METAL,1.0,1.0,2022-10
BEST SHEET METAL,1.0,1.0,2022-10
BEST SHEET METAL,1.0,1.0,2022-10
BEST SHEET METAL,1.0,1.0,2022-10
